Uploaded_variation,Location,SYMBOL,Gene,GO
rs114721354,1:182869236-182869236,DHX9,ENSG00000135829,"GO:0000166:nucleotide_binding,GO:0000380:alternative_mRNA_splicing_-_via_spliceosome,GO:0000978:RNA_polymerase_II_cis-regulatory_region_sequence-specific_DNA_binding,GO:0000993:RNA_polymerase_II_complex_binding,GO:0001069:regulatory_region_RNA_binding,GO:0001649:osteoblast_differentiation,GO:0002376:immune_system_process,GO:0003676:nucleic_acid_binding,GO:0003677:DNA_binding,GO:0003678:DNA_helicase_activity,GO:0003688:DNA_replication_origin_binding,GO:0003690:double-stranded_DNA_binding,GO:0003697:single-stranded_DNA_binding,GO:0003712:transcription_coregulator_activity,GO:0003713:transcription_coactivator_activity,GO:0003723:RNA_binding,GO:0003724:RNA_helicase_activity,GO:0003725:double-stranded_RNA_binding,GO:0003727:single-stranded_RNA_binding,GO:0003729:mRNA_binding,GO:0004386:helicase_activity,GO:0005515:protein_binding,GO:0005524:ATP_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0005726:perichromatin_fibrils,GO:0005730:nucleolus,GO:0005737:cytoplasm,GO:0005813:centrosome,GO:0005815:microtubule_organizing_center,GO:0005829:cytosol,GO:0005844:polysome,GO:0005856:cytoskeleton,GO:0006260:DNA_replication,GO:0006353:DNA-templated_transcription_termination,GO:0006357:regulation_of_transcription_by_RNA_polymerase_II,GO:0006397:mRNA_processing,GO:0006417:regulation_of_translation,GO:0006954:inflammatory_response,GO:0008380:RNA_splicing,GO:0010501:RNA_secondary_structure_unwinding,GO:0015629:actin_cytoskeleton,GO:0016020:membrane,GO:0016442:RISC_complex,GO:0016604:nuclear_body,GO:0016787:hydrolase_activity,GO:0016887:ATP_hydrolysis_activity,GO:0017111:ribonucleoside_triphosphate_phosphatase_activity,GO:0031047:gene_silencing_by_RNA,GO:0031490:chromatin_DNA_binding,GO:0032508:DNA_duplex_unwinding,GO:0032727:positive_regulation_of_interferon-alpha_production,GO:0032728:positive_regulation_of_interferon-beta_production,GO:0032741:positive_regulation_of_interleukin-18_production,GO:0032755:positive_regulation_of_interleukin-6_production,GO:0032760:positive_regulation_of_tumor_necrosis_factor_production,GO:0032991:protein-containing_complex,GO:0033679:3'-5'_DNA/RNA_helicase_activity,GO:0034458:3'-5'_RNA_helicase_activity,GO:0035197:siRNA_binding,GO:0035613:RNA_stem-loop_binding,GO:0036464:cytoplasmic_ribonucleoprotein_granule,GO:0039695:DNA-templated_viral_transcription,GO:0042788:polysomal_ribosome,GO:0043138:3'-5'_DNA_helicase_activity,GO:0044806:G-quadruplex_DNA_unwinding,GO:0045087:innate_immune_response,GO:0045089:positive_regulation_of_innate_immune_response,GO:0045142:triplex_DNA_binding,GO:0045739:positive_regulation_of_DNA_repair,GO:0045740:positive_regulation_of_DNA_replication,GO:0045944:positive_regulation_of_transcription_by_RNA_polymerase_II,GO:0046833:positive_regulation_of_RNA_export_from_nucleus,GO:0046872:metal_ion_binding,GO:0047429:nucleoside_triphosphate_diphosphatase_activity,GO:0048146:positive_regulation_of_fibroblast_proliferation,GO:0048511:rhythmic_process,GO:0050434:positive_regulation_of_viral_transcription,GO:0050684:regulation_of_mRNA_processing,GO:0050691:regulation_of_defense_response_to_virus_by_host,GO:0050729:positive_regulation_of_inflammatory_response,GO:0051028:mRNA_transport,GO:0051092:positive_regulation_of_NF-kappaB_transcription_factor_activity,GO:0060760:positive_regulation_of_response_to_cytokine_stimulus,GO:0061629:RNA_polymerase_II-specific_DNA-binding_transcription_factor_binding,GO:0061676:importin-alpha_family_protein_binding,GO:0065003:protein-containing_complex_assembly,GO:0070063:RNA_polymerase_binding,GO:0070269:pyroptosis,GO:0070578:RISC-loading_complex,GO:0070922:RISC_complex_assembly,GO:0070934:CRD-mediated_mRNA_stabilization,GO:0070937:CRD-mediated_mRNA_stability_complex,GO:0071356:cellular_response_to_tumor_necrosis_factor,GO:0071360:cellular_response_to_exogenous_dsRNA,GO:0097165:nuclear_stress_granule,GO:0098795:global_gene_silencing_by_mRNA_cleavage,GO:1900152:negative_regulation_of_nuclear-transcribed_mRNA_catabolic_process_-_deadenylation-dependent_decay,GO:1903608:protein_localization_to_cytoplasmic_stress_granule,GO:1904973:positive_regulation_of_viral_translation,GO:1905172:RISC_complex_binding,GO:1905538:polysome_binding,GO:1905698:positive_regulation_of_polysome_binding,GO:1990518:single-stranded_3'-5'_DNA_helicase_activity,GO:1990825:sequence-specific_mRNA_binding,GO:1990841:promoter-specific_chromatin_binding,GO:1990904:ribonucleoprotein_complex,GO:2000373:positive_regulation_of_DNA_topoisomerase_(ATP-hydrolyzing)_activity,GO:2000637:positive_regulation_of_miRNA-mediated_gene_silencing,GO:2000765:regulation_of_cytoplasmic_translation,GO:2000767:positive_regulation_of_cytoplasmic_translation"
rs2816313,1:192570207-192570207,-,ENSG00000285280,-
rs2990510,1:197051528-197051528,F13B,ENSG00000143278,"GO:0005576:extracellular_region,GO:0005615:extracellular_space,GO:0007596:blood_coagulation,GO:0007599:hemostasis,GO:0018149:peptide_cross-linking,GO:0072378:blood_coagulation_-_fibrin_clot_formation,GO:1990234:transferase_complex"
rs570794153,1:198629260-198629261,-,-,-
rs6691977,1:200845831-200845831,CAMSAP2,ENSG00000118200,"GO:0000226:microtubule_cytoskeleton_organization,GO:0005515:protein_binding,GO:0005516:calmodulin_binding,GO:0005737:cytoplasm,GO:0005794:Golgi_apparatus,GO:0005813:centrosome,GO:0005829:cytosol,GO:0005856:cytoskeleton,GO:0005874:microtubule,GO:0007026:negative_regulation_of_microtubule_depolymerization,GO:0008017:microtubule_binding,GO:0030507:spectrin_binding,GO:0031113:regulation_of_microtubule_polymerization,GO:0031122:cytoplasmic_microtubule_organization,GO:0031175:neuron_projection_development,GO:0033043:regulation_of_organelle_organization,GO:0036064:ciliary_basal_body,GO:0036449:microtubule_minus-end,GO:0042995:cell_projection,GO:0050773:regulation_of_dendrite_development,GO:0051011:microtubule_minus-end_binding,GO:0061564:axon_development,GO:1903358:regulation_of_Golgi_organization,GO:1990752:microtubule_end"
rs138760780,1:205515245-205515245,CDK18,ENSG00000117266,"GO:0000083:regulation_of_transcription_involved_in_G1/S_transition_of_mitotic_cell_cycle,GO:0000166:nucleotide_binding,GO:0004672:protein_kinase_activity,GO:0004674:protein_serine/threonine_kinase_activity,GO:0004693:cyclin-dependent_protein_serine/threonine_kinase_activity,GO:0005515:protein_binding,GO:0005524:ATP_binding,GO:0005575:cellular_component,GO:0005634:nucleus,GO:0005737:cytoplasm,GO:0006468:protein_phosphorylation,GO:0016301:kinase_activity,GO:0016310:phosphorylation,GO:0016740:transferase_activity,GO:0051726:regulation_of_cell_cycle,GO:0106310:protein_serine_kinase_activity"
rs3024505,1:206766559-206766559,IL10,ENSG00000136634,"GO:0001817:regulation_of_cytokine_production,GO:0001818:negative_regulation_of_cytokine_production,GO:0001819:positive_regulation_of_cytokine_production,GO:0001938:positive_regulation_of_endothelial_cell_proliferation,GO:0002237:response_to_molecule_of_bacterial_origin,GO:0002439:chronic_inflammatory_response_to_antigenic_stimulus,GO:0002639:positive_regulation_of_immunoglobulin_production,GO:0002719:negative_regulation_of_cytokine_production_involved_in_immune_response,GO:0002875:negative_regulation_of_chronic_inflammatory_response_to_antigenic_stimulus,GO:0002904:positive_regulation_of_B_cell_apoptotic_process,GO:0005125:cytokine_activity,GO:0005141:interleukin-10_receptor_binding,GO:0005515:protein_binding,GO:0005576:extracellular_region,GO:0005615:extracellular_space,GO:0006955:immune_response,GO:0007165:signal_transduction,GO:0007253:cytoplasmic_sequestering_of_NF-kappaB,GO:0007568:aging,GO:0008083:growth_factor_activity,GO:0008285:negative_regulation_of_cell_population_proliferation,GO:0009410:response_to_xenobiotic_stimulus,GO:0010033:response_to_organic_substance,GO:0010468:regulation_of_gene_expression,GO:0010507:negative_regulation_of_autophagy,GO:0014823:response_to_activity,GO:0014854:response_to_inactivity,GO:0030097:hemopoiesis,GO:0030183:B_cell_differentiation,GO:0030595:leukocyte_chemotaxis,GO:0030886:negative_regulation_of_myeloid_dendritic_cell_activation,GO:0030889:negative_regulation_of_B_cell_proliferation,GO:0032496:response_to_lipopolysaccharide,GO:0032687:negative_regulation_of_interferon-alpha_production,GO:0032689:negative_regulation_of_interferon-gamma_production,GO:0032692:negative_regulation_of_interleukin-1_production,GO:0032695:negative_regulation_of_interleukin-12_production,GO:0032701:negative_regulation_of_interleukin-18_production,GO:0032715:negative_regulation_of_interleukin-6_production,GO:0032717:negative_regulation_of_interleukin-8_production,GO:0032720:negative_regulation_of_tumor_necrosis_factor_production,GO:0032868:response_to_insulin,GO:0034115:negative_regulation_of_heterotypic_cell-cell_adhesion,GO:0034116:positive_regulation_of_heterotypic_cell-cell_adhesion,GO:0034465:response_to_carbon_monoxide,GO:0035729:cellular_response_to_hepatocyte_growth_factor_stimulus,GO:0042092:type_2_immune_response,GO:0042100:B_cell_proliferation,GO:0042130:negative_regulation_of_T_cell_proliferation,GO:0042742:defense_response_to_bacterium,GO:0042832:defense_response_to_protozoan,GO:0043032:positive_regulation_of_macrophage_activation,GO:0043066:negative_regulation_of_apoptotic_process,GO:0043524:negative_regulation_of_neuron_apoptotic_process,GO:0045019:negative_regulation_of_nitric_oxide_biosynthetic_process,GO:0045191:regulation_of_isotype_switching,GO:0045347:negative_regulation_of_MHC_class_II_biosynthetic_process,GO:0045348:positive_regulation_of_MHC_class_II_biosynthetic_process,GO:0045787:positive_regulation_of_cell_cycle,GO:0045893:positive_regulation_of_DNA-templated_transcription,GO:0045930:negative_regulation_of_mitotic_cell_cycle,GO:0045944:positive_regulation_of_transcription_by_RNA_polymerase_II,GO:0046427:positive_regulation_of_receptor_signaling_pathway_via_JAK-STAT,GO:0046983:protein_dimerization_activity,GO:0050728:negative_regulation_of_inflammatory_response,GO:0050807:regulation_of_synapse_organization,GO:0051045:negative_regulation_of_membrane_protein_ectodomain_proteolysis,GO:0051091:positive_regulation_of_DNA-binding_transcription_factor_activity,GO:0051384:response_to_glucocorticoid,GO:0051930:regulation_of_sensory_perception_of_pain,GO:0060302:negative_regulation_of_cytokine_activity,GO:0060670:branching_involved_in_labyrinthine_layer_morphogenesis,GO:0071222:cellular_response_to_lipopolysaccharide,GO:0071392:cellular_response_to_estradiol_stimulus,GO:0071650:negative_regulation_of_chemokine_(C-C_motif)_ligand_5_production,GO:0072577:endothelial_cell_apoptotic_process,GO:0097421:liver_regeneration,GO:1900100:positive_regulation_of_plasma_cell_differentiation,GO:1902895:positive_regulation_of_miRNA_transcription,GO:1903034:regulation_of_response_to_wounding,GO:1903208:negative_regulation_of_hydrogen_peroxide-induced_neuron_death,GO:1903672:positive_regulation_of_sprouting_angiogenesis,GO:1904057:negative_regulation_of_sensory_perception_of_pain,GO:1904706:negative_regulation_of_vascular_associated_smooth_muscle_cell_proliferation,GO:1904707:positive_regulation_of_vascular_associated_smooth_muscle_cell_proliferation,GO:2000273:positive_regulation_of_signaling_receptor_activity,GO:2000352:negative_regulation_of_endothelial_cell_apoptotic_process"
rs3024493,1:206770623-206770623,IL10,ENSG00000136634,"GO:0001817:regulation_of_cytokine_production,GO:0001818:negative_regulation_of_cytokine_production,GO:0001819:positive_regulation_of_cytokine_production,GO:0001938:positive_regulation_of_endothelial_cell_proliferation,GO:0002237:response_to_molecule_of_bacterial_origin,GO:0002439:chronic_inflammatory_response_to_antigenic_stimulus,GO:0002639:positive_regulation_of_immunoglobulin_production,GO:0002719:negative_regulation_of_cytokine_production_involved_in_immune_response,GO:0002875:negative_regulation_of_chronic_inflammatory_response_to_antigenic_stimulus,GO:0002904:positive_regulation_of_B_cell_apoptotic_process,GO:0005125:cytokine_activity,GO:0005141:interleukin-10_receptor_binding,GO:0005515:protein_binding,GO:0005576:extracellular_region,GO:0005615:extracellular_space,GO:0006955:immune_response,GO:0007165:signal_transduction,GO:0007253:cytoplasmic_sequestering_of_NF-kappaB,GO:0007568:aging,GO:0008083:growth_factor_activity,GO:0008285:negative_regulation_of_cell_population_proliferation,GO:0009410:response_to_xenobiotic_stimulus,GO:0010033:response_to_organic_substance,GO:0010468:regulation_of_gene_expression,GO:0010507:negative_regulation_of_autophagy,GO:0014823:response_to_activity,GO:0014854:response_to_inactivity,GO:0030097:hemopoiesis,GO:0030183:B_cell_differentiation,GO:0030595:leukocyte_chemotaxis,GO:0030886:negative_regulation_of_myeloid_dendritic_cell_activation,GO:0030889:negative_regulation_of_B_cell_proliferation,GO:0032496:response_to_lipopolysaccharide,GO:0032687:negative_regulation_of_interferon-alpha_production,GO:0032689:negative_regulation_of_interferon-gamma_production,GO:0032692:negative_regulation_of_interleukin-1_production,GO:0032695:negative_regulation_of_interleukin-12_production,GO:0032701:negative_regulation_of_interleukin-18_production,GO:0032715:negative_regulation_of_interleukin-6_production,GO:0032717:negative_regulation_of_interleukin-8_production,GO:0032720:negative_regulation_of_tumor_necrosis_factor_production,GO:0032868:response_to_insulin,GO:0034115:negative_regulation_of_heterotypic_cell-cell_adhesion,GO:0034116:positive_regulation_of_heterotypic_cell-cell_adhesion,GO:0034465:response_to_carbon_monoxide,GO:0035729:cellular_response_to_hepatocyte_growth_factor_stimulus,GO:0042092:type_2_immune_response,GO:0042100:B_cell_proliferation,GO:0042130:negative_regulation_of_T_cell_proliferation,GO:0042742:defense_response_to_bacterium,GO:0042832:defense_response_to_protozoan,GO:0043032:positive_regulation_of_macrophage_activation,GO:0043066:negative_regulation_of_apoptotic_process,GO:0043524:negative_regulation_of_neuron_apoptotic_process,GO:0045019:negative_regulation_of_nitric_oxide_biosynthetic_process,GO:0045191:regulation_of_isotype_switching,GO:0045347:negative_regulation_of_MHC_class_II_biosynthetic_process,GO:0045348:positive_regulation_of_MHC_class_II_biosynthetic_process,GO:0045787:positive_regulation_of_cell_cycle,GO:0045893:positive_regulation_of_DNA-templated_transcription,GO:0045930:negative_regulation_of_mitotic_cell_cycle,GO:0045944:positive_regulation_of_transcription_by_RNA_polymerase_II,GO:0046427:positive_regulation_of_receptor_signaling_pathway_via_JAK-STAT,GO:0046983:protein_dimerization_activity,GO:0050728:negative_regulation_of_inflammatory_response,GO:0050807:regulation_of_synapse_organization,GO:0051045:negative_regulation_of_membrane_protein_ectodomain_proteolysis,GO:0051091:positive_regulation_of_DNA-binding_transcription_factor_activity,GO:0051384:response_to_glucocorticoid,GO:0051930:regulation_of_sensory_perception_of_pain,GO:0060302:negative_regulation_of_cytokine_activity,GO:0060670:branching_involved_in_labyrinthine_layer_morphogenesis,GO:0071222:cellular_response_to_lipopolysaccharide,GO:0071392:cellular_response_to_estradiol_stimulus,GO:0071650:negative_regulation_of_chemokine_(C-C_motif)_ligand_5_production,GO:0072577:endothelial_cell_apoptotic_process,GO:0097421:liver_regeneration,GO:1900100:positive_regulation_of_plasma_cell_differentiation,GO:1902895:positive_regulation_of_miRNA_transcription,GO:1903034:regulation_of_response_to_wounding,GO:1903208:negative_regulation_of_hydrogen_peroxide-induced_neuron_death,GO:1903672:positive_regulation_of_sprouting_angiogenesis,GO:1904057:negative_regulation_of_sensory_perception_of_pain,GO:1904706:negative_regulation_of_vascular_associated_smooth_muscle_cell_proliferation,GO:1904707:positive_regulation_of_vascular_associated_smooth_muscle_cell_proliferation,GO:2000273:positive_regulation_of_signaling_receptor_activity,GO:2000352:negative_regulation_of_endothelial_cell_apoptotic_process"
rs7524087,1:212470318-212470318,LINC02771,ENSG00000224535,-
rs12128789,1:212679490-212679490,-,-,-
rs11120029,1:212796238-212796238,NSL1,ENSG00000117697,"GO:0000070:mitotic_sister_chromatid_segregation,GO:0000444:MIS12/MIND_type_complex,GO:0000775:chromosome_-_centromeric_region,GO:0000776:kinetochore,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005694:chromosome,GO:0005829:cytosol,GO:0007049:cell_cycle,GO:0007059:chromosome_segregation,GO:0016607:nuclear_speck,GO:0051301:cell_division"
rs191521884,1:221898846-221898846,LINC02257,ENSG00000238042,-
rs559047,1:238590616-238590616,-,-,-
rs61839660,10:6052734-6052734,IL2RA,ENSG00000134460,"GO:0002376:immune_system_process,GO:0002437:inflammatory_response_to_antigenic_stimulus,GO:0002664:regulation_of_T_cell_tolerance_induction,GO:0004911:interleukin-2_receptor_activity,GO:0005515:protein_binding,GO:0005886:plasma_membrane,GO:0005893:interleukin-2_receptor_complex,GO:0006915:apoptotic_process,GO:0006924:activation-induced_cell_death_of_T_cells,GO:0006954:inflammatory_response,GO:0006955:immune_response,GO:0007166:cell_surface_receptor_signaling_pathway,GO:0007219:Notch_signaling_pathway,GO:0009897:external_side_of_plasma_membrane,GO:0009986:cell_surface,GO:0016020:membrane,GO:0019976:interleukin-2_binding,GO:0038110:interleukin-2-mediated_signaling_pathway,GO:0042102:positive_regulation_of_T_cell_proliferation,GO:0042104:positive_regulation_of_activated_T_cell_proliferation,GO:0042130:negative_regulation_of_T_cell_proliferation,GO:0043029:T_cell_homeostasis,GO:0045582:positive_regulation_of_T_cell_differentiation,GO:0046013:regulation_of_T_cell_homeostatic_proliferation,GO:0046651:lymphocyte_proliferation,GO:0050672:negative_regulation_of_lymphocyte_proliferation,GO:0050728:negative_regulation_of_inflammatory_response,GO:0050798:activated_T_cell_proliferation,GO:2000561:regulation_of_CD4-positive_-_alpha-beta_T_cell_proliferation"
rs12722495,10:6055320-6055320,IL2RA,ENSG00000134460,"GO:0002376:immune_system_process,GO:0002437:inflammatory_response_to_antigenic_stimulus,GO:0002664:regulation_of_T_cell_tolerance_induction,GO:0004911:interleukin-2_receptor_activity,GO:0005515:protein_binding,GO:0005886:plasma_membrane,GO:0005893:interleukin-2_receptor_complex,GO:0006915:apoptotic_process,GO:0006924:activation-induced_cell_death_of_T_cells,GO:0006954:inflammatory_response,GO:0006955:immune_response,GO:0007166:cell_surface_receptor_signaling_pathway,GO:0007219:Notch_signaling_pathway,GO:0009897:external_side_of_plasma_membrane,GO:0009986:cell_surface,GO:0016020:membrane,GO:0019976:interleukin-2_binding,GO:0038110:interleukin-2-mediated_signaling_pathway,GO:0042102:positive_regulation_of_T_cell_proliferation,GO:0042104:positive_regulation_of_activated_T_cell_proliferation,GO:0042130:negative_regulation_of_T_cell_proliferation,GO:0043029:T_cell_homeostasis,GO:0045582:positive_regulation_of_T_cell_differentiation,GO:0046013:regulation_of_T_cell_homeostatic_proliferation,GO:0046651:lymphocyte_proliferation,GO:0050672:negative_regulation_of_lymphocyte_proliferation,GO:0050728:negative_regulation_of_inflammatory_response,GO:0050798:activated_T_cell_proliferation,GO:2000561:regulation_of_CD4-positive_-_alpha-beta_T_cell_proliferation"
rs706779,10:6056861-6056861,IL2RA,ENSG00000134460,"GO:0002376:immune_system_process,GO:0002437:inflammatory_response_to_antigenic_stimulus,GO:0002664:regulation_of_T_cell_tolerance_induction,GO:0004911:interleukin-2_receptor_activity,GO:0005515:protein_binding,GO:0005886:plasma_membrane,GO:0005893:interleukin-2_receptor_complex,GO:0006915:apoptotic_process,GO:0006924:activation-induced_cell_death_of_T_cells,GO:0006954:inflammatory_response,GO:0006955:immune_response,GO:0007166:cell_surface_receptor_signaling_pathway,GO:0007219:Notch_signaling_pathway,GO:0009897:external_side_of_plasma_membrane,GO:0009986:cell_surface,GO:0016020:membrane,GO:0019976:interleukin-2_binding,GO:0038110:interleukin-2-mediated_signaling_pathway,GO:0042102:positive_regulation_of_T_cell_proliferation,GO:0042104:positive_regulation_of_activated_T_cell_proliferation,GO:0042130:negative_regulation_of_T_cell_proliferation,GO:0043029:T_cell_homeostasis,GO:0045582:positive_regulation_of_T_cell_differentiation,GO:0046013:regulation_of_T_cell_homeostatic_proliferation,GO:0046651:lymphocyte_proliferation,GO:0050672:negative_regulation_of_lymphocyte_proliferation,GO:0050728:negative_regulation_of_inflammatory_response,GO:0050798:activated_T_cell_proliferation,GO:2000561:regulation_of_CD4-positive_-_alpha-beta_T_cell_proliferation"
rs3118470,10:6059750-6059750,IL2RA,ENSG00000134460,"GO:0002376:immune_system_process,GO:0002437:inflammatory_response_to_antigenic_stimulus,GO:0002664:regulation_of_T_cell_tolerance_induction,GO:0004911:interleukin-2_receptor_activity,GO:0005515:protein_binding,GO:0005886:plasma_membrane,GO:0005893:interleukin-2_receptor_complex,GO:0006915:apoptotic_process,GO:0006924:activation-induced_cell_death_of_T_cells,GO:0006954:inflammatory_response,GO:0006955:immune_response,GO:0007166:cell_surface_receptor_signaling_pathway,GO:0007219:Notch_signaling_pathway,GO:0009897:external_side_of_plasma_membrane,GO:0009986:cell_surface,GO:0016020:membrane,GO:0019976:interleukin-2_binding,GO:0038110:interleukin-2-mediated_signaling_pathway,GO:0042102:positive_regulation_of_T_cell_proliferation,GO:0042104:positive_regulation_of_activated_T_cell_proliferation,GO:0042130:negative_regulation_of_T_cell_proliferation,GO:0043029:T_cell_homeostasis,GO:0045582:positive_regulation_of_T_cell_differentiation,GO:0046013:regulation_of_T_cell_homeostatic_proliferation,GO:0046651:lymphocyte_proliferation,GO:0050672:negative_regulation_of_lymphocyte_proliferation,GO:0050728:negative_regulation_of_inflammatory_response,GO:0050798:activated_T_cell_proliferation,GO:2000561:regulation_of_CD4-positive_-_alpha-beta_T_cell_proliferation"
